22438,6,5
10451,7,4
10510,7,5
18279,4,4
10447,4,6
16320,4,4
10414,6,5
10352,4,3
12434,6,3
19260,3,3
10711,4,3
10369,4,3
22533,6,3
10351,4,4
10444,4,3
10424,5,4
10958,4,4
10376,4,4
10441,3,4
17485,6,3
16675,3,3
18785,3,3
21189,3,4
18128,4,3
21872,3,3
16684,4,3
13299,3,4
20046,4,3
10670,3,4
16780,4,3
12522,6,4
13461,3,3
10746,4,3
10433,3,6
10427,6,4
10370,4,3
10461,4,3
10414,3,3
18506,4,4
15189,3,3
10431,3,5
16350,3,3
10375,4,3
10416,4,5
20103,6,4
10375,4,3
10395,4,4
19565,6,3
10360,4,3
10455,5,4
19487,5,3
10385,4,3
10417,6,5
19536,4,3
10396,5,6
10393,4,3
19794,4,6
10389,3,5
10885,4,3
18295,4,3
10388,6,5
10445,3,7
19443,6,3
10360,3,4
10699,4,3
18749,4,3
10362,4,3
10441,4,4
19204,4,7
10359,5,5
10444,3,3
19451,6,3
10356,7,4
10509,4,6
18563,5,4
10463,4,5
10387,4,3
19580,5,4
10684,4,4
10444,3,4
19124,3,4
10398,3,4
10436,4,4
19127,4,3
10349,3,6
10465,4,6
19113,6,5
10361,5,3
11261,4,5
10357,3,4
14002,6,3
10388,4,3
10486,4,6
17292,3,3
10386,3,3
10399,4,3
10380,4,4
12917,4,3
10440,3,4
10408,3,4
17985,4,3
10355,4,6
10471,4,3
19355,4,3
10411,6,34
10388,3,4
19611,5,3
10355,6,5
10395,3,3
19875,27,3
10379,5,3
10386,3,3
19596,3,3
10360,4,3
21120,3,3
10420,4,3
10477,3,4
10374,4,3
18858,4,4
10534,74,3
10363,6,8
19261,4,6
10512,5,3
10365,3,3
19250,3,4
10760,6,3
10440,4,3
18765,5,5
10475,7,3
10368,3,4
20294,5,3
10329,3,4
10373,5,3
20304,6,5
10398,3,7
24730,8,3
13219,4,6
19885,6,5
10499,3,3
10463,4,3
10375,4,3
20569,6,3
10377,3,3
24995,6,5
12677,5,6
20032,5,4
10662,4,3
10379,4,4
10355,4,4
20818,7,5
17804,6,3
18351,3,3
11593,4,3
15492,6,6
12393,4,3
10427,4,3
12582,3,3
19144,6,6
17472,4,3
12493,6,3
20037,3,3
10369,4,4
19615,3,4
17020,5,5
12974,6,5
10357,3,4
16061,4,4
10435,4,3
10496,4,4
10407,4,4
16043,4,3
10340,3,3
10394,4,3
10707,4,3
10420,3,3
10417,4,5
10403,4,3
17585,6,3
15951,4,4
10385,4,3
15573,60,3
10400,4,6
10448,3,4
20065,3,3
10359,3,3
10422,3,4
19271,4,4
10358,4,4
10437,6,5
19738,6,4
10461,6,3
10393,3,3
19322,3,3
10371,3,3
10825,3,4
10430,4,3
11496,3,6
11050,6,4
25346,7,4
12837,4,4
20017,3,4
12119,5,5
17866,6,3
17853,5,3
12125,3,3
20035,4,3
10372,6,5
11097,6,4
25166,6,3
13329,4,4
20035,4,3
11039,4,5
10360,6,5
25377,8,3
13193,3,3
20036,4,4
10794,4,3
10367,4,3
10353,4,4
15099,4,3
13352,4,3
20039,3,6
11097,5,3
16393,4,3
12510,6,4
13985,3,3
10356,4,6
15643,3,3
14781,4,3
10360,3,4
10401,3,3
18638,4,5
10342,3,4
15480,6,3
15681,3,6
10397,6,3
10398,4,3
17904,4,3
15621,3,3
20008,4,5
10384,3,3
10421,4,4
10371,6,3
15191,4,3
10438,5,6
10381,4,3
17201,4,3
15598,5,5
10376,6,4
16859,4,31
10427,6,3
10419,6,3
19161,4,6
10739,4,4
10448,6,5
16860,4,6
10401,3,3
10435,4,5
13876,5,3
12108,4,6
23523,8,4
10443,4,3
13971,4,3
13426,4,3
10460,4,3
10304,4,3
10386,4,3
15379,4,3
10380,6,4
15663,7,3
10389,3,6
10496,3,3
10285,5,3
12769,4,6
10399,3,3
10294,5,6
10370,4,3
10378,3,3
15251,4,4
10414,3,3
10395,3,3
10486,3,3
10295,7,3
11733,3,5
10381,4,4
10373,3,3
10384,7,3
10382,6,4
10392,5,4
14261,5,4
10446,5,5
10444,4,5
10299,5,4
12619,6,3
10391,3,4
10370,3,6
10388,4,4
10390,3,4
14783,3,3
10435,4,4
10392,5,5
12870,4,3
12498,6,5
10503,4,3
10315,5,5
10579,4,3
16112,3,3
15747,4,5
10389,3,4
10392,4,4
10496,5,4
10297,6,4
12641,3,3
10356,4,3
10333,5,4
19356,3,5
10367,3,3
13633,4,4
10352,4,4
10372,3,4
10339,3,4
14918,5,5
10351,3,5
10285,4,3
19497,4,3
12633,5,3
10389,5,5
10389,5,3
15341,6,8
10390,3,3
10444,4,3
10455,5,5
15005,3,3
10438,3,3
10439,3,3
10361,3,3
13557,4,3
17892,3,5
10385,4,3
10432,7,5
10432,6,4
14682,4,3
10330,4,3
10296,3,4
10455,4,3
15132,4,4
10377,6,6
14904,5,3
10429,3,3
14290,4,3
20003,3,3
10405,5,5
13722,3,4
10379,4,3
10466,4,3
10444,6,6
10572,7,6
10390,4,3
10493,3,5
16514,3,3
10469,4,4
10369,4,3
10507,3,4
10381,3,3
14901,4,4
16193,4,3
10420,4,6
10781,3,3
13774,5,4
10365,4,3
10348,5,4
10381,5,5
17726,4,4
14748,4,4
10392,4,3
10392,3,3
10523,4,5
10303,5,4
13604,54,32
10388,6,3
10338,4,3
19322,3,3
10361,3,6
10481,6,4
19154,3,4
11073,3,5
10383,6,3
10479,3,4
10292,3,6
15258,5,4
10472,3,6
10417,3,3
10322,3,5
11265,5,5
10356,4,3
10537,6,3
10373,5,4
10425,3,3
10341,3,5
15625,6,3
10390,4,3
10422,3,3
10354,5,3
21206,3,3
10365,5,6
10418,4,30
10360,6,5
10318,3,6
10431,4,3
18138,3,3
14159,3,3
10429,3,3
10413,4,3
14967,3,4
10894,4,4
10343,4,5
10308,3,5
14453,5,5
10427,3,3
10473,3,4
17637,4,3
10487,4,4
10396,4,4
14599,4,7
11628,5,3
23380,8,3
10375,3,3
10459,4,4
16340,8,4
10390,4,4
10284,3,5
10284,5,5
16849,3,4
10377,3,5
10402,3,5
19220,3,3
10370,3,3
10955,5,6
10442,4,3
10302,5,4
10306,4,4
17690,4,3
10381,4,6
10402,4,3
19151,5,6
11649,3,3
10439,4,3
10392,4,3
10403,3,4
14548,6,3
10493,4,3
10419,3,3
10331,3,3
11297,5,4
17326,5,3
13148,8,4
10447,4,5
10303,5,3
10299,4,6
18510,3,4
13654,4,7
10416,5,6
10354,4,3
10377,4,32
10298,3,3
15229,5,4
10408,3,36
10295,6,3
18952,4,7
12757,4,4
10396,4,4
10386,5,3
10397,4,5
10296,3,4
15780,3,3
10398,6,4
10355,3,4
19246,5,3
11860,4,4
10396,5,5
10432,6,5
15331,4,4
10386,6,6
10486,4,4
15305,6,3
10430,4,5
10413,4,7
10316,3,3
10428,4,4
14309,3,4
10371,6,4
10476,3,3
19064,3,3
19174,4,7
10400,5,3
19917,4,8
10518,3,6
10360,5,3
19684,3,4
10360,4,6
19674,6,3
10368,4,3
11241,4,3
10389,5,3
14978,5,5
10368,3,6
10461,4,5
16136,4,5
10378,6,6
23549,8,3
10376,6,3
11665,3,4
15777,5,6
10387,3,7
10460,4,6
15840,3,6
10466,3,6
17053,4,3
17771,3,3
20871,4,5
10411,4,4
19735,6,3
10389,3,5
10443,3,3
20130,3,5
10440,6,4
19531,4,4
10512,4,3
10417,4,3
19423,6,4
10361,6,3
19657,3,4
11212,3,4
10411,4,4
10387,3,5
14821,6,5
10351,3,3
10411,3,3
10465,6,3
21903,4,3
16437,3,3
10463,4,3
10370,3,3
10557,3,6
10624,4,5
10493,4,3
10378,4,3
16723,6,3
10393,4,4
10502,3,5
15111,3,4
10397,5,3
10400,4,3
12124,3,4
10386,4,3
10457,6,5
10444,6,5
13725,3,4
10376,5,3
16078,5,4
10467,4,3
10362,6,4
10487,4,4
10966,3,4
10396,3,3
10467,5,4
15487,5,3
10412,4,3
10383,3,5
15055,5,3
10375,4,3
16288,3,5
10416,4,4
10393,4,4
10485,5,4
15358,4,3
