101441,5,5
100268,4,3
100313,4,3
100264,3,3
100258,3,3
100262,4,3
100290,4,3
100255,3,3
100252,4,3
100310,3,5
100247,3,3
100253,5,3
100258,6,3
100302,4,3
100275,5,3
100284,6,5
100264,5,3
100287,3,5
100262,6,3
100255,3,5
100312,3,3
100250,4,6
100262,5,5
100323,3,3
100324,4,4
100255,4,3
100262,4,3
100313,3,3
100260,3,5
100262,3,3
100342,3,3
100322,4,4
100274,3,4
100521,3,3
100263,4,5
100245,3,5
100257,5,3
100291,4,3
100253,3,3
100258,3,3
100303,5,3
100279,3,4
100258,3,3
100253,3,5
100247,4,4
100275,3,4
100249,3,3
100280,6,3
100329,4,4
100258,3,4
100253,4,5
100245,3,5
100318,3,5
100254,4,5
100255,6,4
100287,3,3
100316,4,4
100236,5,3
100254,7,3
100294,4,5
100249,5,2
100253,6,3
100251,5,3
100323,4,3
100284,4,4
100249,3,3
100293,4,4
100284,3,3
100248,6,3
100251,3,3
100302,3,3
100276,3,5
100276,4,6
100283,4,6
100281,4,5
100250,3,3
100253,3,5
100254,3,5
100277,3,3
100255,3,3
100247,5,3
100248,3,3
100273,3,5
100252,6,3
100250,5,3
100301,6,5
100292,4,5
100288,6,4
100270,3,5
100298,3,4
100254,3,3
100272,3,3
100309,4,3
100244,3,3
100236,5,3
100255,2,3
100332,5,4
100264,5,3
100256,3,5
100274,3,3
100276,4,3
100253,3,3
100251,4,3
100374,4,3
100287,6,4
100246,5,3
100256,3,4
100325,3,3
100255,5,3
100257,3,3
100251,3,4
100290,4,3
100290,4,4
100253,5,3
100291,4,5
100253,3,6
100253,5,4
100250,6,3
100314,6,5
100278,8,3
100286,4,4
100244,3,3
100284,3,6
100248,5,4
100251,3,3
100297,4,4
100254,3,5
100270,5,3
100279,4,4
100308,4,3
100254,3,3
100255,3,3
100272,3,3
100282,4,3
100260,5,3
100269,4,5
100462,6,4
100253,5,3
100245,3,3
100348,3,4
100252,3,3
100254,4,3
100296,3,6
100898,4,2
100427,3,3
100239,6,4
100263,3,4
100252,5,45
100284,5,3
100264,3,5
100267,3,3
100313,4,4
100236,4,3
100244,5,3
100260,5,3
100278,3,5
100261,3,3
100265,5,3
100312,5,3
100313,4,3
100251,3,3
100259,3,3
100297,3,5
100262,5,3
100245,3,3
100332,4,6
100313,3,3
100292,4,4
100255,3,3
100303,3,4
100259,3,5
100255,5,3
100280,3,3
100321,32,3
100265,5,3
100260,2,5
100355,6,5
100277,5,3
100256,3,3
100291,3,5
100281,30,4
100254,5,3
100259,3,3
100280,5,40
100332,4,4
100249,3,3
